1163165346;ciudadanos;ciudadanos;pp,psoe,podemos;PDeCAT,Cup,erc,IZ
335197961;pp;pp,ciudadanos;psoe,podemos;PDeCAT,Cup,erc,IZ
379166580;psoe;ciudadanos;pp,psoe,podemos;PDeCAT,Cup,erc,IZ
4685258616;podemos;podemos;pp,psoe;ciudadanos,PDeCAT,Cup,erc,IZ
2698108513;pp;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
90137723;podemos;podemos;pp,psoe,ciudadanos,PDeCAT;Cup,erc,IZ
756185018335170564;podemos;psoe,podemos;pp,ciudadanos;PDeCAT,Cup,erc,IZ
3418447421;ciudadanos;psoe,ciudadanos;;pp,podemos,PDeCAT,Cup,erc,IZ
753900731040686080;ciudadanos;;psoe,ciudadanos,podemos,erc;pp,PDeCAT,Cup,IZ
307387272;pp;pp;psoe,ciudadanos,podemos;PDeCAT,Cup,erc,IZ
3420189821;ciudadanos;psoe;podemos,PDeCAT,erc;pp,ciudadanos,Cup,IZ
744999408;ciudadanos;;pp,ciudadanos,podemos;psoe,PDeCAT,Cup,erc,IZ
2415095464;psoe;podemos;pp,psoe,ciudadanos,erc;PDeCAT,Cup,IZ
355464109;psoe;podemos;pp,psoe,ciudadanos,PDeCAT;Cup,erc,IZ
151281359;ciudadanos;pp;psoe,podemos,PDeCAT,erc;ciudadanos,Cup,IZ
2736007486;podemos;podemos,IZ;pp;psoe,ciudadanos,PDeCAT,Cup,erc
1273413043;podemos;podemos;pp,psoe;ciudadanos,PDeCAT,Cup,erc,IZ
701445559;podemos;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
605685039;podemos;podemos;pp,psoe;ciudadanos,PDeCAT,Cup,erc,IZ
347390540;podemos;;psoe;pp,ciudadanos,podemos,PDeCAT,Cup,erc,IZ
2586221491;ciudadanos;;pp,psoe;ciudadanos,podemos,PDeCAT,Cup,erc,IZ
1018129400;podemos;podemos;pp;psoe,ciudadanos,PDeCAT,Cup,erc,IZ
1163419171;ciudadanos;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
58769825;podemos;;pp,psoe;ciudadanos,podemos,PDeCAT,Cup,erc,IZ
3385811680;pp;pp;psoe,ciudadanos,podemos,PDeCAT,Cup,erc,IZ;
382018603;psoe;psoe;pp,ciudadanos,podemos,PDeCAT,Cup,erc,IZ;
2228983291;pp;pp;psoe,podemos;ciudadanos,PDeCAT,Cup,erc,IZ
493983205;podemos;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
2964687183;ciudadanos;;pp,psoe,ciudadanos,podemos;PDeCAT,Cup,erc,IZ
915013676;podemos;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
529355171;pp;pp;psoe,ciudadanos,podemos,PDeCAT;Cup,erc,IZ
382796859;podemos;;pp,psoe;ciudadanos,podemos,PDeCAT,Cup,erc,IZ
1499289019;erc;PDeCAT,Cup,erc;pp,ciudadanos;psoe,podemos,IZ
705042134;podemos;;pp,psoe,podemos;ciudadanos,PDeCAT,Cup,erc,IZ
278771551;podemos;podemos,PDeCAT,erc;pp,psoe,ciudadanos;Cup,IZ
504598140;pp;erc;pp,ciudadanos;psoe,podemos,PDeCAT,Cup,IZ
769246063;ciudadanos;ciudadanos;pp,psoe,podemos;PDeCAT,Cup,erc,IZ
333236636;psoe;podemos;pp,psoe;ciudadanos,PDeCAT,Cup,erc,IZ
2773405198;podemos;psoe,podemos;pp,ciudadanos;PDeCAT,Cup,erc,IZ
1693694264;pp;pp;psoe,ciudadanos,podemos,PDeCAT,Cup,erc,IZ;
1303513903;podemos;podemos,IZ;;pp,psoe,ciudadanos,PDeCAT,Cup,erc
2650751169;podemos;psoe,podemos,IZ;pp;ciudadanos,PDeCAT,Cup,erc
434832640;psoe;psoe;pp,ciudadanos,podemos,PDeCAT,Cup,erc,IZ;
2920323177;podemos;podemos;pp,psoe;ciudadanos,PDeCAT,Cup,erc,IZ
208701183;podemos;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
3793566869;podemos;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
787325953227841536;podemos;psoe,podemos;pp,ciudadanos;PDeCAT,Cup,erc,IZ
457767659;podemos;;pp,psoe,ciudadanos;podemos,PDeCAT,Cup,erc,IZ
303182179;pp;pp;podemos,PDeCAT,Cup,erc;psoe,ciudadanos,IZ
53071678;erc;podemos,IZ;pp,psoe,ciudadanos;PDeCAT,Cup,erc
1126110913;erc;;pp;psoe,ciudadanos,podemos,PDeCAT,Cup,erc,IZ
2372775968;podemos;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
396130044;podemos;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
307808859;podemos;podemos;pp,psoe,ciudadanos;PDeCAT,Cup,erc,IZ
2879462863;podemos;psoe,podemos;pp;ciudadanos,PDeCAT,Cup,erc,IZ
186472020;podemos;psoe,podemos;pp;ciudadanos,PDeCAT,Cup,erc,IZ
2767298157;podemos;ciudadanos;pp,psoe,podemos,PDeCAT,Cup,erc,IZ;
